Service1,Service2,NumberOfCommonChanges
Receive_SONEZ,Send_NUHAS,2
Receive_SONEZ,Renew_PAKET,2
Receive_SONEZ,Delete_QELOV,2
Receive_SONEZ,Touch_VARAG,2
Receive_SONEZ,Generate_WESEK,2
Trigger_TUPOB,Report_DOFOM,1
Trigger_TUPOB,Reject_GAHEQ,1
Touch_VARAG,Round_SASAT,1
Touch_VARAG,Freeze_VOZOT,1
Touch_VARAG,Trigger_DOKEK,1
Touch_VARAG,Touch_FULOL,1
Touch_VARAG,Generate_GAMAM,1
Touch_VARAG,Round_KEBAT,1
Touch_VARAG,Freeze_MODOX,1
Touch_VARAG,Transform_MOGOR,2
Touch_VARAG,Send_NUHAS,2
Touch_VARAG,Renew_PAKET,2
Touch_VARAG,Delete_QELOV,2
Touch_VARAG,Receive_SONEZ,2
Touch_VARAG,Generate_WESEK,2
Generate_WESEK,Round_SASAT,1
Generate_WESEK,Freeze_VOZOT,1
Generate_WESEK,Trigger_DOKEK,1
Generate_WESEK,Touch_FULOL,1
Generate_WESEK,Generate_GAMAM,1
Generate_WESEK,Round_KEBAT,1
Generate_WESEK,Freeze_MODOX,1
Generate_WESEK,Transform_MOGOR,2
Generate_WESEK,Send_NUHAS,2
Generate_WESEK,Renew_PAKET,2
Generate_WESEK,Delete_QELOV,2
Generate_WESEK,Receive_SONEZ,2
Generate_WESEK,Touch_VARAG,2
Convert_XITOL,Select_XEDAV,1
Convert_XITOL,SetStatus_BOGOZ,1
Convert_XITOL,Receive_LARAQ,1
Round_ZOVAM,Assign_HAMAB,1
Round_ZOVAM,Send_HEZEX,1
Round_ZOVAM,Initialize_QOTOK,1
Round_ZOVAM,Receive_SUREV,1
Round_ZOVAM,Touch_VETAZ,1
Round_ZOVAM,SetStatus_TEGOK,1
Round_ZOVAM,Receive_HIVAN,2
Round_ZOVAM,Convert_NECET,2
Round_ZOVAM,IsExistent_WOMOL,2
Round_ZOVAM,Assign_XUNAM,2
Round_ZOVAM,Report_ZAPEN,2
Round_ZOVAM,Complete_FUVOT,2
Round_ZOVAM,Collect_NUXOZ,2
Round_ZOVAM,Migrate_ZUDAR,8
Migrate_BUXEN,Select_LIPOK,1
Migrate_BUXEN,Send_KESOT,1
Migrate_BUXEN,Freeze_XIKER,1
Freeze_CAZOQ,Select_ZEXES,1
Freeze_CAZOQ,Complete_PATON,1
Freeze_CAZOQ,Collect_VACEV,1
Freeze_CAZOQ,IsExistent_CEVEB,1
Freeze_CAZOQ,Initialize_FICES,1
Freeze_CAZOQ,Assign_KAGEX,1
Freeze_CAZOQ,Select_MIKAB,1
Freeze_CAZOQ,Trigger_ZIZEV,1
Freeze_CAZOQ,Send_XABEK,1
Freeze_CAZOQ,Report_BAKOL,1
Freeze_CAZOQ,Generate_SODAL,1
Freeze_CAZOQ,Migrate_GOKAB,1
Freeze_CAZOQ,Start_KAMOK,1
Freeze_CAZOQ,Assign_SEFER,3
Freeze_CAZOQ,Send_KESOT,3
Freeze_CAZOQ,Stop_CANEV,3
Freeze_CAZOQ,Assign_TEZON,4
Start_DEBAR,SetStatus_KEDAN,1
Start_DEBAR,Renew_FULEB,1
Initialize_FICES,Freeze_CAZOQ,1
Initialize_FICES,Assign_KAGEX,1
Initialize_FICES,Trigger_ZIZEV,1
Initialize_FICES,Migrate_GOKAB,1
Initialize_FICES,Start_KAMOK,1
Stop_GODOT,Assign_KAGEX,1
Stop_GODOT,Freeze_HOHEL,1
Stop_GODOT,Assign_FIRAZ,1
Stop_GODOT,Report_PUXAX,2
Stop_GODOT,Freeze_RUGEZ,2
Stop_GODOT,Convert_KOMAV,2
Stop_GODOT,Generate_NATEQ,2
Stop_GODOT,Convert_XOXOG,2
Stop_GODOT,Touch_ROFOB,2
Stop_GODOT,Complete_PIBOG,2
Stop_GODOT,Generate_BENOV,2
Stop_GODOT,Migrate_FUSOB,2
Stop_GODOT,Reject_REBOB,3
IsExistent_HUFAV,Collect_GETOM,1
IsExistent_HUFAV,IsExistent_DEPOX,1
Assign_KAGEX,Complete_TODEK,1
Assign_KAGEX,Renew_XEHEN,1
Assign_KAGEX,Freeze_CAZOQ,1
Assign_KAGEX,Initialize_FICES,1
Assign_KAGEX,Stop_GODOT,1
Assign_KAGEX,Trigger_ZIZEV,1
Assign_KAGEX,Freeze_HOHEL,1
Assign_KAGEX,Send_KESOT,1
Assign_KAGEX,Migrate_WEHAQ,1
Assign_KAGEX,Start_ZOLOS,1
Assign_KAGEX,Stop_NOZEZ,1
Assign_KAGEX,Migrate_GOKAB,1
Assign_KAGEX,Start_KAMOK,1
Assign_KAGEX,Touch_ROFOB,1
Assign_KAGEX,Renew_QUNAV,1
Assign_KAGEX,Receive_ZACOV,1
Assign_KAGEX,Report_ROVAV,1
Assign_KAGEX,Collect_QOVOX,1
Assign_KAGEX,Freeze_BEHEQ,1
Assign_KAGEX,Select_FICOX,1
Assign_KAGEX,Trigger_VIFOM,1
Assign_KAGEX,Reject_HAPAN,1
Assign_KAGEX,Stop_WIFOB,2
Report_LEHOZ,Reject_MORAL,1
Report_LEHOZ,Report_BAKOL,1
Report_LEHOZ,Select_HUTOG,1
Select_MIKAB,Complete_PATON,1
Select_MIKAB,Freeze_CAZOQ,1
Select_MIKAB,Assign_TEZON,1
Select_MIKAB,Stop_CANEV,1
Select_MIKAB,Report_BAKOL,2
Select_MIKAB,Generate_SODAL,2
Select_MIKAB,Select_HUTOG,2
Select_MIKAB,IsExistent_CEVEB,3
Reject_NOLEG,Transform_QEVAQ,1
Reject_NOLEG,Send_RIXER,1
Reject_NOLEG,Reject_XUDOS,2
Reject_NOLEG,Round_VAGON,2
SetStatus_PUMOK,Send_RIXER,1
SetStatus_PUMOK,Trigger_KOXEQ,1
SetStatus_PUMOK,Select_VISEZ,1
SetStatus_PUMOK,Select_GOLOQ,1
SetStatus_PUMOK,Reject_DOPEL,1
SetStatus_PUMOK,Delete_PUMAN,1
SetStatus_PUMOK,Reject_GAVOR,1
SetStatus_PUMOK,SetStatus_KEREQ,1
SetStatus_PUMOK,Delete_KANOX,1
SetStatus_PUMOK,Trigger_SECEX,1
SetStatus_PUMOK,Select_QIFES,1
SetStatus_PUMOK,Transform_VELOZ,1
SetStatus_PUMOK,Receive_QIZER,1
SetStatus_PUMOK,Touch_ROFOB,2
SetStatus_PUMOK,Report_PEDAR,2
SetStatus_PUMOK,IsExistent_HAHAS,3
Complete_QANAL,Send_SIRON,1
Complete_QANAL,IsExistent_NINOR,1
Complete_QANAL,Transform_CIHOX,1
Complete_QANAL,Send_DOKAZ,1
Complete_QANAL,Renew_PEMER,1
Complete_QANAL,Convert_DOZAQ,1
Complete_QANAL,Stop_LEGET,1
Complete_QANAL,Round_TAMER,2
Transform_REPEM,Round_NIKEZ,1
Transform_REPEM,SetStatus_HEKOR,1
Transform_REPEM,Report_BAKOL,1
Transform_REPEM,Select_HUTOG,1
Transform_REPEM,Transform_BINEB,2
Transform_REPEM,Send_COPOG,2
Transform_REPEM,Convert_SULAQ,2
Transform_REPEM,Report_GOSEB,3
Send_SIRON,Convert_SULAQ,1
Send_SIRON,Complete_QANAL,1
Send_SIRON,Transform_CIHOX,1
Send_SIRON,Report_GOSEB,1
Send_SIRON,Renew_PEMER,1
Send_SIRON,Convert_DOZAQ,1
Send_SIRON,Stop_LEGET,1
Send_SIRON,IsExistent_NINOR,2
Send_SIRON,Report_FOZAK,4
Renew_TOSAQ,IsExistent_GULOZ,1
Renew_TOSAQ,Stop_LESAS,1
Renew_TOSAQ,Renew_DURAK,1
Renew_TOSAQ,Report_ZAPEN,1
Renew_TOSAQ,Reject_HACOM,1
Renew_TOSAQ,Trigger_QEBEG,1
Renew_TOSAQ,Renew_COHAR,1
Renew_TOSAQ,Trigger_PEGAL,2
Renew_TOSAQ,Renew_LITAV,2
Renew_TOSAQ,Collect_NUXOZ,3
Delete_VUTER,Freeze_BAFES,1
Delete_VUTER,SetStatus_KEDAN,1
Delete_VUTER,Collect_HENAK,1
Delete_VUTER,Reject_KAVAK,2
Delete_VUTER,Assign_NOVOV,3
Delete_VUTER,Initialize_DIHAV,5
Collect_WAVOS,SetStatus_SICAG,1
Collect_WAVOS,Freeze_HOHEL,1
Collect_WAVOS,Initialize_LALAN,1
Collect_WAVOS,Report_BAKOL,1
Collect_WAVOS,Report_GOSEB,1
Collect_WAVOS,Select_HUTOG,1
Collect_WAVOS,Transform_VUFOL,2
Collect_WAVOS,Transform_BINEB,2
Receive_XEXAT,Delete_ZIKOQ,1
Receive_XEXAT,Assign_TEZON,1
Receive_XEXAT,Stop_CANEV,2
Trigger_ZIZEV,Freeze_CAZOQ,1
Trigger_ZIZEV,Initialize_FICES,1
Trigger_ZIZEV,Assign_KAGEX,1
Trigger_ZIZEV,Migrate_GOKAB,1
Trigger_ZIZEV,Start_KAMOK,1
Touch_BOBOX,Generate_GIREX,1
Touch_BOBOX,Transform_BINEB,1
Touch_BOBOX,Report_BAKOL,1
Touch_BOBOX,Select_HUTOG,1
Touch_BOBOX,Touch_PICER,1
Touch_BOBOX,SetStatus_HEXAS,1
Generate_CUCAZ,Delete_HONEM,1
Generate_CUCAZ,Touch_QIHEM,1
Generate_CUCAZ,Start_XOREV,1
Generate_CUCAZ,Migrate_ROZET,1
Generate_CUCAZ,Round_QIXAS,2
Generate_CUCAZ,Complete_MIZOM,2
Convert_DADEB,SetStatus_NUSEM,1
Convert_DADEB,Start_TACAX,1
Convert_DADEB,Receive_PAZAB,1
Convert_DADEB,Transform_NOBAN,1
Convert_DADEB,Round_KUTAB,2
Round_FEFOG,SetStatus_XALOX,1
Round_FEFOG,Report_BAKOL,1
Migrate_GIGAK,Reject_CISAR,2
Freeze_HOHEL,Transform_VUFOL,1
Freeze_HOHEL,Generate_GIREX,1
Freeze_HOHEL,Stop_GODOT,1
Freeze_HOHEL,Assign_KAGEX,1
Freeze_HOHEL,Collect_WAVOS,1
Freeze_HOHEL,SetStatus_SICAG,3
Freeze_HOHEL,Transform_BINEB,4
Freeze_HOHEL,Report_BAKOL,5
Freeze_HOHEL,Select_HUTOG,6
Start_KUKOM,Initialize_NOTER,11
Start_KUKOM,Collect_LUKAL,1
Start_KUKOM,Send_COPOG,1
Start_KUKOM,Collect_COFEN,1
Start_KUKOM,Renew_PEMER,1
Start_KUKOM,Collect_ROPAT,1
Start_KUKOM,Freeze_CECOM,1
Start_KUKOM,Initialize_REKOQ,1
Start_KUKOM,Stop_DODEG,1
Start_KUKOM,Touch_XOBEL,1
Start_KUKOM,Freeze_FOHAS,1
Start_KUKOM,Transform_ZIHEL,1
Start_KUKOM,SetStatus_HEXAS,1
Start_KUKOM,Receive_SOCOB,1
Start_KUKOM,Touch_VAFEK,1
Start_KUKOM,Renew_KUGOS,1
Start_KUKOM,Report_QEXEN,1
Start_KUKOM,Stop_VILEK,2
Start_KUKOM,SetStatus_DOTES,2
Start_KUKOM,Report_BAKOL,2
Start_KUKOM,Select_HUTOG,2
Start_KUKOM,Migrate_BABEL,2
Start_KUKOM,Select_FICOX,2
Start_KUKOM,Touch_DEKAB,2
Start_KUKOM,Report_SIBOX,2
Start_KUKOM,Transform_BINEB,3
Start_KUKOM,Receive_HIVAN,3
Start_KUKOM,Report_ZAPEN,3
Start_KUKOM,Report_FOZAK,3
Start_KUKOM,Start_MISAQ,4
Start_KUKOM,IsExistent_BUXOS,5
Start_KUKOM,Trigger_CAHOZ,6
Initialize_LALAN,Transform_VUFOL,1
Initialize_LALAN,Transform_BINEB,1
Initialize_LALAN,Collect_WAVOS,1
Initialize_LALAN,Report_BAKOL,1
Initialize_LALAN,Report_GOSEB,1
Stop_MEMEQ,Receive_HIVAN,1
Stop_MEMEQ,Convert_NECET,1
Stop_MEMEQ,IsExistent_WOMOL,1
Stop_MEMEQ,Assign_XUNAM,1
Stop_MEMEQ,Report_ZAPEN,1
Stop_MEMEQ,Complete_FUVOT,1
Stop_MEMEQ,Collect_NUXOZ,1
IsExistent_NINOR,Convert_SULAQ,1
IsExistent_NINOR,Complete_QANAL,1
IsExistent_NINOR,Transform_CIHOX,1
IsExistent_NINOR,Report_GOSEB,1
IsExistent_NINOR,Renew_PEMER,1
IsExistent_NINOR,Convert_DOZAQ,1
IsExistent_NINOR,Stop_LEGET,1
IsExistent_NINOR,Send_SIRON,2
IsExistent_NINOR,Report_FOZAK,4
Assign_POPAS,Send_KESOT,1
Select_RASOV,Reject_REBOB,1
Select_RASOV,Assign_FIRAZ,1
Complete_VOXOB,IsExistent_CEVEB,1
Transform_WUZAG,Renew_SOZOS,1
Transform_WUZAG,Convert_CAKAK,1
Transform_WUZAG,Transform_BINEB,1
Transform_WUZAG,Convert_TUFEM,1
Transform_WUZAG,SetStatus_LEXEL,2
Send_XABEK,Select_ZEXES,1
Send_XABEK,Assign_SEFER,1
Send_XABEK,Freeze_CAZOQ,1
Send_XABEK,Stop_CANEV,1
Delete_BIDAM,Initialize_VEDEZ,1
Collect_COFEN,Collect_LUKAL,1
Collect_COFEN,Transform_BINEB,1
Collect_COFEN,Start_KUKOM,1
Receive_DUGOQ,Receive_KIPEL,4
Trigger_FAHAR,Transform_CIHOX,2
Touch_GEKES,Freeze_TICEB,1
Touch_GEKES,Start_WOXAZ,1
Touch_GEKES,Generate_HILOT,1
Touch_GEKES,Round_LUNEX,1
Generate_HILOT,Freeze_TICEB,1
Generate_HILOT,Start_WOXAZ,1
Generate_HILOT,Touch_GEKES,1
Generate_HILOT,Round_LUNEX,1
Convert_KOMAV,Reject_REBOB,2
Convert_KOMAV,Stop_GODOT,2
Convert_KOMAV,Assign_FIRAZ,2
Round_LUNEX,Freeze_TICEB,1
Round_LUNEX,Start_WOXAZ,1
Round_LUNEX,Touch_GEKES,1
Round_LUNEX,Generate_HILOT,1
Freeze_NERAB,Collect_BOLAR,1
Freeze_NERAB,Initialize_BUMAT,1
Start_PISEG,Renew_LITAV,1
Start_PISEG,Stop_MIPEM,1
Initialize_QOTOK,Assign_HAMAB,1
Initialize_QOTOK,Send_HEZEX,1
Initialize_QOTOK,Round_ZOVAM,1
Initialize_QOTOK,Receive_SUREV,1
Initialize_QOTOK,Touch_VETAZ,1
Initialize_QOTOK,SetStatus_TEGOK,1
Initialize_QOTOK,Receive_HIVAN,2
Initialize_QOTOK,Convert_NECET,2
Initialize_QOTOK,IsExistent_WOMOL,2
Initialize_QOTOK,Assign_XUNAM,2
Initialize_QOTOK,Report_ZAPEN,2
Initialize_QOTOK,Complete_FUVOT,2
Initialize_QOTOK,Collect_NUXOZ,2
Initialize_QOTOK,Migrate_ZUDAR,8
Stop_RUVAL,Collect_BOLAR,1
Stop_RUVAL,Freeze_NERAB,1
Stop_RUVAL,Initialize_BUMAT,1
IsExistent_SAXEM,Complete_LIFEQ,1
IsExistent_SAXEM,Select_CELAM,1
Assign_TEZON,Complete_PATON,1
Assign_TEZON,Collect_VACEV,1
Assign_TEZON,Delete_ZIKOQ,1
Assign_TEZON,IsExistent_CEVEB,1
Assign_TEZON,Select_MIKAB,1
Assign_TEZON,Receive_XEXAT,1
Assign_TEZON,Report_BAKOL,1
Assign_TEZON,Generate_SODAL,1
Assign_TEZON,Assign_SEFER,2
Assign_TEZON,Send_KESOT,3
Assign_TEZON,Stop_CANEV,3
Assign_TEZON,Freeze_CAZOQ,4
Report_VIBAQ,Select_WOCER,1
Report_VIBAQ,SetStatus_ZAFAT,1
Report_VIBAQ,Complete_BEGEV,1
Report_VIBAQ,Transform_CIHOX,1
Report_VIBAQ,Send_DOKAZ,1
Report_VIBAQ,Renew_FULEB,2
Select_WOCER,Report_VIBAQ,1
Select_WOCER,SetStatus_ZAFAT,1
Select_WOCER,Complete_BEGEV,1
Select_WOCER,Transform_CIHOX,1
Select_WOCER,Send_DOKAZ,1
Select_WOCER,Renew_FULEB,2
Reject_XUDOS,Transform_QEVAQ,1
Reject_XUDOS,Send_RIXER,1
Reject_XUDOS,Reject_NOLEG,2
Reject_XUDOS,Round_VAGON,2
SetStatus_ZAFAT,Report_VIBAQ,1
SetStatus_ZAFAT,Select_WOCER,1
SetStatus_ZAFAT,Complete_BEGEV,1
SetStatus_ZAFAT,Transform_CIHOX,1
SetStatus_ZAFAT,Send_DOKAZ,1
SetStatus_ZAFAT,Renew_FULEB,2
Complete_BEGEV,Report_VIBAQ,1
Complete_BEGEV,Select_WOCER,1
Complete_BEGEV,SetStatus_ZAFAT,1
Complete_BEGEV,Transform_CIHOX,1
Complete_BEGEV,Send_DOKAZ,1
Complete_BEGEV,Renew_FULEB,2
Transform_CIHOX,Complete_QANAL,1
Transform_CIHOX,Send_SIRON,1
Transform_CIHOX,IsExistent_NINOR,1
Transform_CIHOX,Report_VIBAQ,1
Transform_CIHOX,Select_WOCER,1
Transform_CIHOX,SetStatus_ZAFAT,1
Transform_CIHOX,Complete_BEGEV,1
Transform_CIHOX,Send_DOKAZ,1
Transform_CIHOX,Renew_PEMER,1
Transform_CIHOX,Stop_LEGET,1
Transform_CIHOX,Generate_VEZAM,2
Transform_CIHOX,Convert_SULAQ,2
Transform_CIHOX,Trigger_FAHAR,2
Transform_CIHOX,Renew_FULEB,2
Transform_CIHOX,Generate_REFEX,2
Transform_CIHOX,Start_XEMAL,2
Transform_CIHOX,Convert_DOZAQ,3
Send_DOKAZ,Trigger_GOKOV,1
Send_DOKAZ,Convert_RUROS,1
Send_DOKAZ,Migrate_TETEV,1
Send_DOKAZ,Complete_QANAL,1
Send_DOKAZ,Report_VIBAQ,1
Send_DOKAZ,Select_WOCER,1
Send_DOKAZ,SetStatus_ZAFAT,1
Send_DOKAZ,Complete_BEGEV,1
Send_DOKAZ,Transform_CIHOX,1
Send_DOKAZ,Trigger_LOROM,1
Send_DOKAZ,Select_CELAM,1
Send_DOKAZ,Assign_LEDOR,1
Send_DOKAZ,Generate_SINEQ,1
Send_DOKAZ,Send_QOGAR,1
Send_DOKAZ,Complete_FAZOR,1
Send_DOKAZ,Start_CUCEK,1
Send_DOKAZ,Report_ZOLAX,1
Send_DOKAZ,Migrate_RETAK,1
Send_DOKAZ,Delete_MERAM,1
Send_DOKAZ,Initialize_QOHAL,1
Send_DOKAZ,Round_MUVAV,1
Send_DOKAZ,Collect_QUZOT,1
Send_DOKAZ,Migrate_ZEKAL,1
Send_DOKAZ,Trigger_TEVOT,1
Send_DOKAZ,Renew_FULEB,2
Send_DOKAZ,Delete_PEREZ,3
Send_DOKAZ,Receive_ROTAG,3
Send_DOKAZ,Trigger_SUVEK,3
Send_DOKAZ,Round_TAMER,3
Send_DOKAZ,Round_SASAT,4
Renew_FULEB,SetStatus_KEDAN,1
Renew_FULEB,Start_DEBAR,1
Renew_FULEB,Report_VIBAQ,2
Renew_FULEB,Select_WOCER,2
Renew_FULEB,SetStatus_ZAFAT,2
Renew_FULEB,Complete_BEGEV,2
Renew_FULEB,Transform_CIHOX,2
Renew_FULEB,Send_DOKAZ,2
Collect_HENAK,Freeze_BAFES,1
Collect_HENAK,Delete_VUTER,1
Collect_HENAK,Reject_KAVAK,1
Receive_KIPEL,Convert_QOVAG,1
Receive_KIPEL,Migrate_SAZOL,1
Receive_KIPEL,Assign_BEHOT,1
Receive_KIPEL,IsExistent_ZAGES,2
Receive_KIPEL,Receive_DUGOQ,4
Trigger_LOROM,Trigger_GOKOV,1
Trigger_LOROM,Convert_RUROS,1
Trigger_LOROM,Migrate_TETEV,1
Trigger_LOROM,Send_DOKAZ,1
Trigger_LOROM,Select_CELAM,1
Trigger_LOROM,Assign_LEDOR,1
Trigger_LOROM,Generate_SINEQ,1
Trigger_LOROM,Send_QOGAR,1
Trigger_LOROM,Complete_FAZOR,1
Trigger_LOROM,Start_CUCEK,1
Trigger_LOROM,Report_ZOLAX,1
Trigger_LOROM,Migrate_RETAK,1
Trigger_LOROM,Delete_MERAM,1
Trigger_LOROM,Initialize_QOHAL,1
Trigger_LOROM,Round_MUVAV,1
Trigger_LOROM,Collect_QUZOT,1
Trigger_LOROM,Migrate_ZEKAL,1
Trigger_LOROM,Trigger_TEVOT,1
Trigger_LOROM,Delete_PEREZ,3
Trigger_LOROM,Receive_ROTAG,3
Trigger_LOROM,Trigger_SUVEK,3
Trigger_LOROM,Round_SASAT,4
Generate_NATEQ,Convert_XOXOG,1
Generate_NATEQ,Freeze_NITAX,1
Generate_NATEQ,Touch_ROFOB,1
Generate_NATEQ,Complete_PIBOG,1
Generate_NATEQ,Generate_BENOV,1
Generate_NATEQ,Migrate_FUSOB,1
Generate_NATEQ,Touch_RUHOX,1
Generate_NATEQ,Stop_GODOT,2
Round_QIXAS,Touch_QIHEM,1
Round_QIXAS,Start_XOREV,1
Round_QIXAS,Migrate_ROZET,1
Round_QIXAS,Generate_CUCAZ,2
Round_QIXAS,Complete_MIZOM,2
Migrate_ROZET,Start_XOREV,1
Migrate_ROZET,Generate_CUCAZ,1
Migrate_ROZET,Round_QIXAS,1
Migrate_ROZET,Complete_MIZOM,2
Start_TACAX,Round_KUTAB,1
Start_TACAX,Convert_DADEB,1
Start_TACAX,Receive_PAZAB,1
Initialize_VEDEZ,Delete_BIDAM,1
Stop_WIFOB,Freeze_GONAN,1
Stop_WIFOB,Complete_TODEK,1
Stop_WIFOB,Renew_XEHEN,1
Stop_WIFOB,Send_KESOT,1
Stop_WIFOB,Migrate_WEHAQ,1
Stop_WIFOB,Start_ZOLOS,1
Stop_WIFOB,Stop_NOZEZ,1
Stop_WIFOB,Touch_ROFOB,1
Stop_WIFOB,Renew_QUNAV,1
Stop_WIFOB,Receive_ZACOV,1
Stop_WIFOB,Report_ROVAV,1
Stop_WIFOB,Collect_QOVOX,1
Stop_WIFOB,Freeze_BEHEQ,1
Stop_WIFOB,Select_FICOX,1
Stop_WIFOB,Trigger_VIFOM,1
Stop_WIFOB,Reject_HAPAN,1
Stop_WIFOB,Assign_KAGEX,2
Report_BAKOL,Select_HUTOG,10
Report_BAKOL,Initialize_NOTER,11
Report_BAKOL,Round_NIKEZ,1
Report_BAKOL,SetStatus_HEKOR,1
Report_BAKOL,Reject_MORAL,1
Report_BAKOL,Complete_PATON,1
Report_BAKOL,SetStatus_SICAG,1
Report_BAKOL,Transform_VUFOL,1
Report_BAKOL,SetStatus_XALOX,1
Report_BAKOL,Convert_SULAQ,1
Report_BAKOL,Freeze_CAZOQ,1
Report_BAKOL,Report_LEHOZ,1
Report_BAKOL,Transform_REPEM,1
Report_BAKOL,Collect_WAVOS,1
Report_BAKOL,Touch_BOBOX,1
Report_BAKOL,Round_FEFOG,1
Report_BAKOL,Initialize_LALAN,1
Report_BAKOL,Assign_TEZON,1
Report_BAKOL,Generate_SODAL,1
Report_BAKOL,Stop_CANEV,1
Report_BAKOL,Renew_PEMER,1
Report_BAKOL,Collect_ROPAT,1
Report_BAKOL,Freeze_CECOM,1
Report_BAKOL,Initialize_REKOQ,1
Report_BAKOL,Stop_DODEG,1
Report_BAKOL,Touch_XOBEL,1
Report_BAKOL,Freeze_FOHAS,1
Report_BAKOL,Transform_ZIHEL,1
Report_BAKOL,Touch_PICER,1
Report_BAKOL,Receive_SOCOB,1
Report_BAKOL,Touch_VAFEK,1
Report_BAKOL,Renew_KUGOS,1
Report_BAKOL,Report_QEXEN,1
Report_BAKOL,Generate_GIREX,2
Report_BAKOL,Send_COPOG,2
Report_BAKOL,Stop_VILEK,2
Report_BAKOL,SetStatus_DOTES,2
Report_BAKOL,IsExistent_CEVEB,2
Report_BAKOL,Select_MIKAB,2
Report_BAKOL,Start_KUKOM,2
Report_BAKOL,Report_GOSEB,2
Report_BAKOL,Migrate_BABEL,2
Report_BAKOL,Select_FICOX,2
Report_BAKOL,Touch_DEKAB,2
Report_BAKOL,Report_SIBOX,2
Report_BAKOL,SetStatus_HEXAS,2
Report_BAKOL,Receive_HIVAN,3
Report_BAKOL,Report_ZAPEN,3
Report_BAKOL,Report_FOZAK,3
Report_BAKOL,Start_MISAQ,4
Report_BAKOL,Freeze_HOHEL,5
Report_BAKOL,IsExistent_BUXOS,5
Report_BAKOL,Trigger_CAHOZ,6
Report_BAKOL,Transform_BINEB,7
Select_CELAM,Trigger_GOKOV,1
Select_CELAM,Convert_RUROS,1
Select_CELAM,Migrate_TETEV,1
Select_CELAM,IsExistent_SAXEM,1
Select_CELAM,Send_DOKAZ,1
Select_CELAM,Trigger_LOROM,1
Select_CELAM,Start_FOMAB,1
Select_CELAM,Trigger_LUTOK,1
Select_CELAM,IsExistent_XIREM,1
Select_CELAM,Generate_SINEQ,1
Select_CELAM,Freeze_XETOV,1
Select_CELAM,Start_ZIVAX,1
Select_CELAM,Complete_MEKAR,1
Select_CELAM,Trigger_BEDAX,1
Select_CELAM,Report_ROVAV,1
Select_CELAM,Transform_DEMEZ,1
Select_CELAM,Stop_DUSAX,1
Select_CELAM,IsExistent_FATEZ,1
Select_CELAM,Report_HIXAG,1
Select_CELAM,Select_KOZEK,1
Select_CELAM,Transform_PIFOQ,1
Select_CELAM,Send_QOGAR,1
Select_CELAM,Start_GAZAQ,1
Select_CELAM,Renew_WIRAN,1
Select_CELAM,Delete_KULOB,1
Select_CELAM,Initialize_XACEX,1
Select_CELAM,Stop_ZEDOZ,1
Select_CELAM,Report_TOKOQ,1
Select_CELAM,Complete_ZIPAV,1
Select_CELAM,Renew_DATAB,1
Select_CELAM,Start_SELOX,1
Select_CELAM,Assign_XARAK,1
Select_CELAM,Complete_FAZOR,1
Select_CELAM,Send_HICET,1
Select_CELAM,Renew_KODOV,1
Select_CELAM,IsExistent_CIZEX,1
Select_CELAM,Assign_DOBOZ,1
Select_CELAM,Select_GADEG,1
Select_CELAM,Renew_REBAL,1
Select_CELAM,Start_CUCEK,1
Select_CELAM,Report_ZOLAX,1
Select_CELAM,Select_GIVAT,1
Select_CELAM,Receive_DICEZ,1
Select_CELAM,Migrate_RETAK,1
Select_CELAM,Delete_MERAM,1
Select_CELAM,Migrate_NOFOL,1
Select_CELAM,Start_RACOL,1
Select_CELAM,Select_ZELOT,1
Select_CELAM,SetStatus_HEXAS,1
Select_CELAM,Send_MUCAX,1
Select_CELAM,Reject_HAPAN,1
Select_CELAM,Transform_WUMEK,1
Select_CELAM,Collect_QUZOT,1
Select_CELAM,Migrate_ZEKAL,1
Select_CELAM,Receive_CESEM,1
Select_CELAM,Freeze_WUVAN,1
Select_CELAM,Trigger_TEVOT,1
Select_CELAM,Renew_MUTEM,1
Select_CELAM,Assign_LEDOR,2
Select_CELAM,Freeze_PAVOG,2
Select_CELAM,Collect_MAGEZ,2
Select_CELAM,Renew_LAPOL,2
Select_CELAM,Round_MUVAV,2
Select_CELAM,Delete_PEREZ,3
Select_CELAM,Receive_ROTAG,3
Select_CELAM,Trigger_SUVEK,3
Select_CELAM,Initialize_QOHAL,3
Select_CELAM,Round_SASAT,4
Reject_DIMEN,IsExistent_GULOZ,1
Reject_DIMEN,Stop_LESAS,1
Reject_DIMEN,Renew_DURAK,1
Reject_DIMEN,Report_ZAPEN,1
Reject_DIMEN,Reject_HACOM,1
Reject_DIMEN,Renew_TOSAQ,1
Reject_DIMEN,Trigger_QEBEG,1
Reject_DIMEN,Renew_COHAR,1
Reject_DIMEN,Renew_LITAV,2
SetStatus_FONOQ,Complete_GUPAR,1
SetStatus_FONOQ,Transform_HARES,1
SetStatus_FONOQ,Delete_MOVEX,1
Complete_GUPAR,SetStatus_FONOQ,1
Complete_GUPAR,Transform_HARES,1
Complete_GUPAR,Delete_MOVEX,1
Transform_HARES,SetStatus_FONOQ,1
Transform_HARES,Complete_GUPAR,1
Transform_HARES,Delete_MOVEX,1
Send_KESOT,Select_LIPOK,1
Send_KESOT,Renew_XEHEN,1
Send_KESOT,Migrate_BUXEN,1
Send_KESOT,Assign_KAGEX,1
Send_KESOT,Assign_POPAS,1
Send_KESOT,Stop_WIFOB,1
